_id,objectType,broadPeriod,description,inscription,mintName,district,parish,lat,lng,fromDate,toDate,imageURL,discoveryMethod,subsequently
ObjectId(57da611885c5eb0da62cb422),PIPE TAMPER,POST MEDIEVAL,"A complete copper alloy pipe tamper of post-medieval date. The pipe tamper is formed of a tapering multi-collared rod with one flat end (the tamper) while at the opposite end the rod tapers to a point, around which is positioned a rectangular buckle-like fitting. There appears to be a screw thread that slots through the buckle element, so this may have been able to move. This specific pipe tamper is probably 18th or 19th century AD in date.",,,West Berkshire,Basildon,51.50675504,-1.13688793,1700,,https://finds.org.uk/images/abyard/medium/2015391.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb423),PIPE (ARCHITECTURAL),POST MEDIEVAL,"Lead pipe fragment. Segment from a cast tubular pipe with a thick [c.5mm] wall and a bore of c.5mm. Lightly compressed and patinated overall, including at its cleanly cut ends. There is no sign of a seam or other evidence for the making of the pipe in a sand bed by rolling lead sheet, which was the usual method adopted in antiquity. Suggested date: Post-Medieval, 1800-1900.

Length: 47.7mm, Diameter (as found): 20mm, Weight: 106.94gms.",,,West Lindsey,,,,1800,,https://finds.org.uk/images/mforeman/medium/NLM30736.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb424),PIPE TAMPER,POST MEDIEVAL,"A Post Medieval, possibly 17th century,small  copper-alloy probable pipe tamper in the form of a hammer.",,,West Berkshire,Sulhamstead,51.41652515,-1.09544701,1600,,https://finds.org.uk/images/margaretb/medium/B151099.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb425),PIPE TAMPER,POST MEDIEVAL,"Distorted and rather worn post-medieval copper alloy pipe tamper in the form of a slender male figure wearing a doublet and holding above his head an upturned bottle in his left hand and a glass close to his chest in his right. An ovoid object between his feet is unidentified. Height 60mm. Diameter of tamping disc 12.8mm. Weight 12.01g. 17th - 18th century.

ab119",,,South Norfolk,Hingham,52.55097491,0.99273419,1600,,https://finds.org.uk/images/edarch/medium/60925160A76_PM_PipeTamper.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb426),TOKEN,POST MEDIEVAL,"A copper alloy 17th century half penny trade token issued by Mary Stringar from her coffee house in Little Trinity Lane, London in (AD) 1669. Williamson No. 3234 (London).",,,South Oxfordshire,Warborough,51.64171552,-1.14878007,1669,,https://finds.org.uk/images/abyard/medium/2015355.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb427),SPOON,POST MEDIEVAL,"Copper alloy probable spoon fragment. Cast terminal, probably from a seal top spoon with a baluster-shaped end surmounted by a flat disc, broken as it narrows to meet the stem. Objects of this form might also be interpreted as pipe tampers. Fiercely abraded. Suggested date: Post-Medieval, 1500-1700.

Length: 30mm, Diameter (disc): 12.4mm, Weight: 6.07gms.",,,East Lindsey,,,,1500,,https://finds.org.uk/images/mforeman/medium/NLM30681.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb428),PIPE TAMPER,POST MEDIEVAL,"A gilded copper alloy post-medieval pipe tamper. The pipe tamper consists of a three dimensional winged zoomorphic creature at the top, the depiction consists of a creature head turned backwards with a curved neck to allow for a circular perforation. The wings are decorated with four horizontal grooves and the tail has a lobed projection just above its tip. The legs of the creature are seperated with a circular perforation. The stem is circular in cross section and does not expand at the base of the stem.

It is 33mm long, 20.45mm in width across the head. The head is 6.25mm in thickness, the stem, circular in cross section, is 5.19mm in diameter. It weighs 10.19grams.",,,Wiltshire,Stratford Toney,51.04230023,-1.88726572,1650,,https://finds.org.uk/images/rhenry2/medium/WILTC42E59.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb429),PIPE TAMPER,POST MEDIEVAL,"Possibly main body fragment of a cast lead-alloy pipe tamper with explicit imagery, dating from the post-medieval period, c. 16th-17th century. The object is some kind of swivel fitting with a moulded image on each side. However, the suspension loops/fittings are missing and it is thus difficult to ascertain what the swivel fitting was used for. However, due to the explicit imagery, a post-medieval pipe tamper seems to be the most likely origin. The moulded image shows a man wearing breeches, sword belt and sword as well as a pointed cuirass/breast plate. On the reverse, he is display wearing his breeches, but exposing himself. He does not appear to wear his breastplate or sword. Just above the waistband of his breeches are two moulded letters, the letter 'T' and, possibly, a 'V' or 'O'.",,,South Lakeland,,,,1500,,https://finds.org.uk/images/dboughton/medium/LCMTH70BEAD.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb42a),KEY (LOCKING),MEDIEVAL,"A complete copper alloy medieval casket key. The key has a circular bow, oval pipe stem and a simple bit It is 33.45mm in length and weighs 4.58 grams. The key is similar to No. 545 in Read (2001) Keys of this type date from late 12th to early 14th century.",,,New Forest,Rockbourne,50.97031366,-1.84471458,1250,,https://finds.org.uk/images/rhenry2/medium/WILT316D17.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb42b),PIPE TAMPER,POST MEDIEVAL,"An incomplete copper alloy post-medieval pipe tamper in the form of a finger ring. The finger ring element is slightly distorted and cracked, while the main body of the tamper is missing, with only a circular section stub remaining. Probably 17th century in date. The length is 32mm, the width is 25mm and the weight 6.62g.",,,Fylde,Medlar-with-Wesham,53.78995485,-2.89704562,1600,,https://finds.org.uk/images/snoon/medium/LANCUM307F54.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb42c),VESSEL,POST MEDIEVAL,"A copper-alloy zoomorphic head, dating from the post-medieval period.

The piece takes the form of a three-dimensional representation of serpent-like creature. The sub-cylindrical head has a pair of incised eyes and is decorated by means of a series of grooves, punched curves and incuse pellets. The open mouth of the animal contains a short pipe-like projection with a circular socket in its front face. The surfaces of this pipe are decorated by cross-hatched grooves, and a series of mouldings on the upper jaw create the impression of skin folds. The socket in the mouth does not extend far back into the head, as the object is solid at the point of the break.

Length: 36.8mm; width: 11.4mm; height: 14mm. Weight: 23.67g.

No parallel could be found for this piece. It may be a fitting from a metal vessel and has the appearance of possibly being of Asian origin.",,,Aylesbury Vale,,,,1700,,https://finds.org.uk/images/jwatters/medium/Postmed_mount_15_111_5.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb42d),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete Post Medeival clay pipe of probable c. AD 1640-1660 date. The pipe has a rounded bowl with a decorated rim and rounded spur. The stem has been broken away by an old break. Stem thickness 10.3mm, bowl diameter 19.7mm, lenght 46.1mm, 10.90 grams.",,,Tower Hamlets,St. Katharine's and Wapping,51.50305749,-0.07075664,1640,,https://finds.org.uk/images/jjackson/medium/KENT-9FFFF8.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb42e),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete Post Medeival clay pipe of probable c. AD 1700-1740 date. The pipe has a rounded bowl with a decorated rim and rounded spur. The is a makers make on the spur of a M surmounted by a crown. The stem has been broken away by an old break. Stem thickness 9.1mm, bowl diameter 22.9mm, lenght 119.5mm, 20.5 grams.",,,Tower Hamlets,Millwall,51.48436664,-0.02833635,1700,,https://finds.org.uk/images/jjackson/medium/KENT-9FD3D6.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb42f),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete Post Medeival clay pipe of probable c. AD 1600-1680 date. The pipe has a rounded bowl with a decorated rim and rounded spur. The stem has been broken away by an old break. Stem thickness 10.9mm, bowl diameter 20.8mm, lenght 84.2mm, 22.7 grams.",,,Tower Hamlets,Millwall,51.48436664,-0.02833635,1600,,https://finds.org.uk/images/jjackson/medium/KENT-9D895B.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb430),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete Post Medeival clay pipe of probable c. AD 1600-1640 date. The pipe has a rounded bowl with a worn rim and rounded spur. The stem has been broken away by an old break. Stem thickness 8.5mm, bowl diameter 15.9mm, lenght 48.3mm, 8.10 grams.",,,Tower Hamlets,St. Katharine's and Wapping,51.50305749,-0.07075664,1600,,https://finds.org.uk/images/jjackson/medium/KENT-9D4D52.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb431),VALVE,MODERN,"A cast lead pump clack, which is part of a crude non-return valve from an old water pump. The object is formed from a solid disc of lead, projecting up from the centre is a mushroom shaped extension. The mushroom piece fitted through a slot in a leather strap inside the box. When water was drawn up the pipe into the box with the spout, the clack lifted to let the water in and then fell back over the hole so that it ran out through the spout into the bucket and not back into the well. These were in use over many centuries circa 1500's to early 1900's , although there may still be a few relics in use on outlying farms. Every village and farm house had a pump or well until water was laid on to the villages in the late 19th and early 20th centuries.",,,Wiltshire,,,,1500,,https://finds.org.uk/images/rhenry2/medium/WILT-9D49B2.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb432),CLAY PIPE (SMOKING),POST MEDIEVAL,"A Collection of five Post Medeival clay pipes.



1) Upright bowl and well formed spur. Broken stem. c.1700-1740. Stem thickness 8.2mm, 140.8mm long, bowl diameter 23.1mm. 21.9 grams.



2) Upright bowl and well formed spur. Broken stem. c.1700-1740. Stem thickness 10.1mm. 142.0mm long in total, bowl diameter 21.1mm. 19.8 grams.



3) Upright bowl and well formed spur. Broken stem. c.1700-1740. Stem thickness: 8.5mm, 131.65mm long. bowl diameter 21.1mm. 19.4 grams. .



4) Upright bowl and well formed spur. Broken stem. c.1700-1740. Stem thickness 8.3mm, 159.7mm long. bowl diameter 20.1mm.  23.6 grams.



5) Rounded bowl with pronounced rim. Flat sprur. c. 1660-1680. Stem thickness 8.9mm, 162mm  long. bowl diameter 16.5mm. 25.3 grams.",,,Tower Hamlets,Millwall,51.48436664,-0.02833635,1680,,https://finds.org.uk/images/jjackson/medium/KENT-8D5924.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb433),CLAY PIPE (SMOKING),POST MEDIEVAL,"A Collection of four  Post Medeival clay pipes.



1) Upright bowl and well formed spur.  Broken stem. c.1700-1740.  139.3mm long, bowl diameter 21.1mm. 22.17 grams.



2) Bowl leaning forwards and flat spur. c. 1680-1710. Stem thickness  7.31mm diameter. 159.3mm long in total, bowl diameter 18.2mm. 18.6 grams.



3) Bowl leaning forwards and flat spur. c. 1680-1710. Stem thickness: 8.6mm/  154.3mm long. bowl diameter 21.2mm. 17.32 grams.



4) Upright bowl and well formed spur.  Broken stem. c.1700-1740. Stem thickness 8.2mm, 180.7mm long. 24.1 grams.",,,Tower Hamlets,Millwall,51.48436664,-0.02833635,1680,,https://finds.org.uk/images/jjackson/medium/KENT-8CE39E.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb434),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete moulded clay tobacco pipe, of Post Medieval dating (18th to 19th Centuries AD).



The clay tobacco pipe has been moulded from a white pipeclay.



The pipe fragment consists of the foot and part of the stem. A maker's mark is present on the foot, and probably reads HP. At the time of recording, this stamp has not been identified as belonging to a particular maker.



The clay pipe measures 15.3 mm high. It has a surviving length of 40.5 mm. The internal diameter of the bore through the stem measures 2.6 mm. It weighs 5.4 grams.



The shape of the foot and the angle that the bowl is starting to curve upwards, is similar to that of an Oswald type 9 (Oswald, 1975, 37), consistent with dating between c. AD 1680 to AD 1710.



Reference:

Oswald, A. 1975. Clay pipes for the Archaeologist. British Archaeological Reports 14.",,,Tamworth,Castle,52.62439757,-1.70598368,1680,,https://finds.org.uk/images/tgilmore/medium/WMID-897D02_2.jpg,Fieldwalking,Returned to finder
ObjectId(57da611885c5eb0da62cb435),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete moulded clay tobacco pipe, of Post Medieval dating (18th to 19th Centuries AD).



The clay tobacco pipe has been moulded from a white pipeclay.



The pipe fragment consists of an incomplete bowl and part of the stem. No maker's marks are present on the spur, bowl or stem. The rim of the bowl is mostly complete apart from a small nick.



The clay pipe measures 36.8 mm high. It has a surviving length of 51.8 mm. The wall of the clay pipe bowl is 2.3 mm thick. The internal diameter of the bore through the stem measures 1.9 mm. It weighs 8.3 grams.



The shape of the clay pipe bowl is similar to that of an Oswald type 22 (Oswald, 1975, 39), consistent with dating between AD 1730 to AD 1780.



Reference:

Oswald, A. 1975. Clay pipes for the Archaeologist. British Archaeological Reports 14.",,,Tamworth,Castle,52.62439757,-1.70598368,1730,,https://finds.org.uk/images/tgilmore/medium/WMID-892F79.jpg,Fieldwalking,Returned to finder
ObjectId(57da611885c5eb0da62cb436),KEY (LOCKING),POST MEDIEVAL,"A copper alloy Post Medieval key probably from casket and dating from the late 17th to 18th century. It has an oval-sectioned hollow shank (pipe key) with a triple-collared openwork bow with terminal knop, and a rectangular bit with just a very slight cleft in the leading edge by the shaft, and a similar shallow cleft in the following edeg at the opposite side. It has a smooth green patina. A matching example is NMS-F9C951. The key is 47.5mm long, 21.23mm wide and 5.85mm thick. 8.03g.",,,Selby,Selby,53.78110614,-1.12128057,1650,,https://finds.org.uk/images/acooper/medium/PAS_2170_key.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb437),PIPE TAMPER,POST MEDIEVAL,"An incomplete cast copper alloy signet seal ring combined with a pipe tamper. The finger ring element of the object is missing with just a tiny fragment of the hoop remaining. The pipe tamper is integral to the hoop.



The pipe tamper is circular in cross section and has a moulded collar at the junction with the hoop. The tamper flares outwards widening towards the terminal. Another moulded collar decorates the terminal which is also decorated with vertical ridges around the sides. The terminal measures 8.57mm in diameter. The pipe tamper element measures 22.88mm in length. The object has a light green patina and is corroded.



The two artefacts; finger ring and pipe tamper, were often combined in the 17th century, as gentlemen would apparently often loose their pipe tamper having had too much to drink. With such an artefact the user could wear his ring and conceal the tamper until needed (SUSS-373EA5).



For a similar example recorded on the database see Bloom, C (2013) SWYOR-D0A4F1 A POST MEDIEVAL PIPE TAMPER Webpage available at: http://finds.org.uk/database/artefacts/record/id/544982.",,,Flintshire,,,,1600,,https://finds.org.uk/images/voakden/medium/pipe tamper.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb438),CLAY PIPE (SMOKING),MODERN,"An incomplete moulded clay tobacco pipe, of Post Medieval dating (19th to 20th Centuries AD).



The clay tobacco pipe has been moulded from a white pipeclay.



The pipe fragment consists of an incomplete bowl. A partial incuse stamp is present on the bowl, reading: O'BR[ ]/MAY[ ]/D[ ]. The rim of the bowl is incomplete.



The clay pipe fragment measures 25.4 mm high and 22.0 mm wide. It is 4.4 mm thick. It weighs 3.0 grams.



The partial stamp can be identified as originally reading: O'BRIEN / MAYO ST / DUBLIN. This stamp was one of a popular style produced by many of the manufacturers in the north west. The stamp was part of a patriotic Irish theme and does not represent either an actual manufacturer or street in Dublin. It is consistent with Early Modern dating (AD 1880 to AD 1920).",,,Tamworth,Castle,52.62439757,-1.70598368,1880,,https://finds.org.uk/images/tgilmore/medium/WMID-F98347.jpg,Fieldwalking,Returned to finder
ObjectId(57da611885c5eb0da62cb439),PIPE TAMPER,POST MEDIEVAL,"A cast copper alloy tobacco pipe tamper in the former of a slender female leg. The leg wears a quatrefoil garter bow and a heeled shoe with a similar bow. Dating is likely to be 19th century.



Similar tampers include SUR-402040 and PUBLIC-E42026",,,Aylesbury Vale,Gawcott with Lenborough,51.97307074,-0.98238109,1800,,https://finds.org.uk/images/dwilliams/medium/14-883.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb43a),PIPE TAMPER,POST MEDIEVAL,"Copper alloy Pipe Tamper. Cast handle, collared at either end with petal mouldings above an oval plate at one end, broken above a slashed conical moulding at the other. Suggested date: Post-Medieval, 1750-1800.



Length: 35.3mm, Width: 15.2mm, Thickness: 8.3mm, Weight: 9.14gms.",,,West Lindsey,,,,1750,,https://finds.org.uk/images/mforeman/medium/NLM25823.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb43b),KEY (LOCKING),MEDIEVAL,"An incomplete Medieval copper alloy rotary key dating from about AD 1250 - 1500. The key has a hollow (pipe) shank and a complex, bit that is an inverted S-shaped when viewed from the leading edge. The key is missing most of the bow.



The shank is sub-circular in cross section and hollow along its length. It is oblique at the leading edge, with a green patina continuing across the break, suggesting that the break is old. The bit is complex and is in the shape of an inverted S in cross-section, tapering slightly away from the shank. It has four clefts. There is one simple rectangular cleft in the leading edge next to the shaft, with a matching one in the rear edge. There is also a T shaped cleft in the leading edge, and a matching one in the rear edge. There is a bulbous collar at the bow end of the shank, the stem of the key being unusually short. There is a small knop where the remains of the bow has broken off, with the green patina continuing over the break, showing that it is an old break.



The key measures 42.6mm in length and 24.2mm wide at the bit. The shaft is roughly 7mm in diameter with the bulbous collar measuring 9.6mm in diameter. The bit measures 21.2mm in length at the shaft side, and 19.6mm long at the other side. The bit is 10.2mm wide at the widest point. 16.16g.



The key has a similar S-shaped bit to NCL-205ED7, HAMP-2B3A83 and LIN-775C44 which have all been dated to the Medieval period.",,,Harrogate,Bilton-in-Ainsty with Bickerton,53.92609719,-1.30098292,1250,,https://finds.org.uk/images/acooper/medium/PAS_594_key.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb43c),KEY (LOCKING),MEDIEVAL,"A probably Medieval copper alloy rotary key (locking), probably dating from AD 1250 - 1400. It has a hollow (pipe) stem, the bow is missing, and a rectangular bit. The breaks and edges are all very worn and rounded. The stubs of the bow suggest that it was probably a circular loop. The leading end of the shaft is oblique and slightly damaged. The bit has a deep cleft diviing it into two wards, the one at the leading side has the remains of a very worn cleft next to the shaft, from the leading edge. A very faint collar round the stem immedieately behind the bit can just be seen. The key has a green/grey patina. The object is extremely similar to NLM-528BD5, which has been dated to AD 1250-1400. The key measures 64.6mm in length, the shaft measures 7.5mm in diameter and the bit measures 13.6mm in length and 5.1mm in thickness.",,,Harrogate,Nidd,54.03517325,-1.55871611,1250,,https://finds.org.uk/images/acooper/medium/PAS_592_key.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb43d),KEY (LOCKING),MEDIEVAL,"An incomplete copper alloy Medieval rotary key, dated to about AD 1150 - 1450. The key has a hollow (pipe) shank and complex bit but the bow is missing.


The shank is circular in cross-section throughout its length and is hollow. It has been sheared off at both ends, with the green patina continuing across the break, suggesting that it is old. The bit is sub-square. It has a deep cleft from the leading edge, next to the shank, and a groove across the rest of the bit next to the shank on one side. There are four wards divided by three clefts on the outer edge. There is a groove across the upper face parallel with the outer edge across the base of the wards, on the opposite side to the groove across the bit. The object measures 55.8mm in length and 20.8mm high at the bit, with the shaft being 9.7mm in diameter. The bit itself is 21.5mm in length, 10.8mm in height and 7.1mm in width.



Compare YORYM-EDD514, BH-F78017, and YORYM-D1BA07, most similar to SWYOR-D53EA6 which is dated to about AD 1150 - 1450.",,,York,Copmanthorpe,53.91623488,-1.16412211,1150,,https://finds.org.uk/images/acooper/medium/PAS_588_key.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb43e),CLAY PIPE (SMOKING),MODERN,"Fragment of a modern clay pipe stem. It is broken at both ends and has [ ]K SE stamped into it, indicating it as as being from the factory of Spaull & Co of 67 Grange Walk, Bermondsey. This firm was operating at Grange Walk from around 1907 until at least 1914.



Inscription reads: [E SPALL of 67 GRANGE WAL]K SE",,,Newark and Sherwood,Collingham,53.13086502,-0.77588768,1907,,https://finds.org.uk/images/adaubney/medium/LIN-3DF4E1.JPG,Other chance find,Returned to finder
ObjectId(57da611885c5eb0da62cb43f),SPOON,POST MEDIEVAL,"A fragment of a cast copper-alloy (latten) spoon of Post Medieval date (c.1500-1650), consisting of a portion of the spoon stem and terminal. The spoon stem is ovoid in cross-section, followed by a series of three circular collars of increasing diameter or a 'triple baluster', which then narrows before terminating in a discoidal seal top type end. No further decoration remains and the fragment has an overall medium red-green colour with patches of darker green patina. The fragment measures 41.3 mm long; the terminal measures 23.4 mm by 13.4mm; the shaft has a maximum thickness of 3.5 mm; it weighs 9.68 grams.

The bowl and the end of the stem are consistent with seal top spoons which have a long period of use from c.1500 onwards. Similar example are recorded on the PAS database, cf.: IOW-F86281 and KENT-BF61A6. Pipe tampers dating to c. 17th century have been identified as having similar terminals.",,,Braintree,Great Bardfield,51.92547,0.42727297,1500,,https://finds.org.uk/images/bpaites/medium/ESSC26A99Spoon.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb440),SPOON,POST MEDIEVAL,"A fragment of a cast copper-alloy (latten) spoon of Post Medieval date (c.1500-1650), consisting of a portion of the spoon stem and terminal. The spoon stem is D-shaped in cross-section, followed by a series of three circular collars of increasing diameter or a 'triple baluster', which then narrows before terminating in a discoidal seal top type end. No further decoration remains and the fragment has an overall medium green colour with patches of darker green patina. The fragment measures 53.9 mm long; the terminal measures 12.4 by 13.2 mm; the shaft has a maximum thickness of 4.8 mm; it weighs 9.1 grams.



The bowl and the end of the stem are consistent with seal top spoons which have a long period of use from c.1500 onwards. Similar example are recorded on the PAS database, cf.: IOW-F86281 and KENT-BF61A6. Pipe tampers dating to c. 17th century have been identified as having similar terminals.",,,Uttlesford,Sewards End,52.02747875,0.27243639,1500,,https://finds.org.uk/images/stephaniesmith/medium/SUSS-B03046.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb441),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete post-medieval clay pipe, dating to the period c.AD 1720-50. The pipe consists of the bowl, a third of which is missing due to a worn break. The bowl tapers to the stem, and there is a small projection from the lower side of the neck. On the upper side of the stem are the initials RIC enclosed within a circle. The stem terminates in a worn break. The pipe is light brown in colour.

The pipe measures 108.6mm in length, 33.9mm in width and 19.9mm in thickness.",,,Mendip,Frome,51.2307187,-2.33078679,1720,,https://finds.org.uk/images/denisewilding1/medium/SOME5207B.jpg,Other chance find,Returned to finder
ObjectId(57da611885c5eb0da62cb442),VESSEL,POST MEDIEVAL,A small assemblage of 27 fragments of Post Medieval pottery and 7 fragments of Post Medieval clay pipe stems. The pottery is mainly local ware; probably North Devon/South Somerset ware and possibly some Totnes ware. Most fragments have a mid to light-brown glaze; some fragments of North Devon sgraffito ware with yellow glaze are also present. The items are all abraided.,,,Teignbridge,,50.52763974,-3.60971103,,,https://finds.org.uk/images/dwootton/medium/DEVBC0965potteryfragments.jpg,Chance find during metal detecting,Returned to finder
ObjectId(57da611885c5eb0da62cb443),FIGURINE,UNKNOWN,"Description:

A small incomplete ceramic figurine. The artefact weighs 9.5g, has an incomplete height of 44.8mm, maximum width is 18.5mm and maximum thickness is 14.0mm.

The figurine is shown standing upright with the legs straight and together and the arms close to the side of the body bending forwards slightly from the elbow so that the hands rest just to the front of the upper thighs. The figurine was molded and a mould line can be clearly seen along the mid-line of both sides, over the arms and legs, and below the feet. Some damage has occured resulting in the loss of the head and the front half of one foot, the figurine's right foot. The hands are poorly formed almost as if they might have been designed to vanish into absent pockets. The fleshy legs and tummy have led to some speculation as to whether this was a purposeful attempt to represent fecundity. The clay has been fired in a relatively reduced atmosphere, the figurine having a dark brown to dark grey reduced body that becomes more oxidised, showing as a reddish orange, in the lower legs and particularly the ankle of the missing foot.

Discussion:

It has not been possible to securely date this artefact. The figurine recorded in PAS record BERK-20A867 seems to be extremely similar to this example. BERK-20A867 has been dated as Roman with the suggestion of a 2nd century AD date (See bibliographic references given in the BERK-20A867 record). However both Sally Worrell and Ralph Jackson assert that this example is definitely not a Roman figurine. This definite opinion has raised debate regarding the dating for BERK-20A867. Attempts to find a confirmed date within a different dating period is ongoing but currently no conclusive results have been found. Suggestions for a Post-Medieval (AD 1540-1900) date have been put forward based on the use of moulds for the manufacture of clay tobacco pipes.

Also see Taylor, A. A Roman lead coffin with pipeclay figurines from Arrington. Report 72. Interim Report. 1992 [pages 5-9 in the Specialists Report: Pipeclay figurines, by Miranda Green.

It is interesting to note that approximately 620 to 770 metres away from the find spot of CAM-3D41F9 Albion Archaeology excavated a Roman temple and burial ground. If this figurine was of a Roman date the representation of fecundity would not be out of place in a shrine or temple context.

It is important to remember that both CAM-3D41F9 and BERK-20A867 were found as stray surface finds. An uncertain date will remain for both of these artefacts until examples from securely dated sealed stratigraphic deposits are found.",,,Cambridge,Castle,52.21939444,0.10653723,,,https://finds.org.uk/images/hfowler/medium/CAM3D41F9.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb444),FINGER RING,POST MEDIEVAL,A Post Medieval copper-alloy finger ring with an integral screw thread for a separate tobacco pipe tamper. The ring has an expanded oval bezel with the initials I.G (the I is barred) - the letters are not reversed.,,,Test Valley,Goodworth Clatford,51.16717945,-1.50080082,1650,,https://finds.org.uk/images/dwilliams/medium/151114.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb445),PIPE (SMOKING),POST MEDIEVAL,"Incomplete clay pipe bowl dating from probably 1830 to 1900.Most of the stem and some of the edges of the bowl are missing. Both front and back seams are decorated with a leaf or wheat-ear pattern. Compare LVPL-B1E966, with similar decoration, dated by David Higgins to c. 1830-1900.

Length from tip of bowl to end of broken stem 59.03mm, Diameter of bowl, 20.55mm, Weight 14.8g,",,,Bradford,Steeton with Eastburn,53.90116304,-1.97104719,1830,,https://finds.org.uk/images/mrdenarii/medium/claypipe.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb446),PIPE TAMPER,POST MEDIEVAL,"An incomplete copper alloy pipe tamper of post-medieval to early modern date (c.1600 to 1800), missing its base and probably an item held by the right hand. Both breaks are worn and old.
The pipe tamper consists of a male figure modelled not quite in the round, being rather narrow in profile. The figure wears a short jacket and short pantaloons and a hat or helmet with central ovoid projection. The right arm stretches outwards from the body, and is slightly bent upwards - a gesture suggesting it originally held something (now missing). The left arm hangs loosely beside the body, the hand resting against the upper leg. The right hip is tilted to the side and the left knee is slightly bent. The legs are incomplete below the ankle area.
The figure is now rather worn and the surface of the dark brown metal rather pitted. It measures 40.3mm in length, 21.0mm in max.width, 6.0mm in max.thickness and weighs 7.91g.",,,Hart,,,,1600,,https://finds.org.uk/images/khindshamp/medium/HAMP18212E.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb447),TOKEN,POST MEDIEVAL,A worn but complete copper alloy post-medieval trade token. The heart-shaped halfpenny token was issued by John Warry of Bicester in AD 1668. Dickinson (1986:178) no. 45 (Oxfordshire).,,,Cherwell,Chesterton,51.87576596,-1.18794778,1668,,https://finds.org.uk/images/abyard/medium/OXPAS2015181.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb448),SEAL MATRIX,POST MEDIEVAL,"Complete post-medieval copper alloy combination seal-top ring with pipe tamper and nutcracker. An unusual object consisting of a round signet ring with an engraved bezel, opposite which is a threaded aperture with a wing-screw, broken at one side, which presumably could be removed and used as a pipe tamper. The complete object also works effectively as a nutcracker for small nuts such as hazels. All external surfaces are elaborately engraved with curvilinear decoration. The design on the bezel looks vaguely like a stook of wheat and no letters are apparent. The tamper is 38mm long by 36.5mm wide at the wing; the screw thread is 8mm maximum diameter. The signet ring measures 28.5mm wide externally at the bezel by 24mm wide at the midpoint, and has an internal diameter of 19mm; the bezel is slightly ovoid, measuring 12.7 wide by 13.5mm high. Difficult to date as no exact matches are recorded; the closest published object is SWYOR-142317, which is given a date of 17th to 18th century.",,,South Derbyshire,,,,1600,,https://finds.org.uk/images/rogerthomas/medium/Thumbscrew.jpg,Metal detector,Returned to Landowner
